i,d,",", ,t,e,n,",", ,s,o,V,a,n,D,o,n,g,V,i,e,n,",", ,q,u,a,n,g,D,u,o,n,g,",", ,t,h,o,i,G,i,a,n,",", ,u,p,d,a,t,e,d,a,t,e
787.0,3T.91-94 PTTH HÀ NỘI,238.0,12294240.2,6450698.0,2020-11-11 00:00
838.0,PHÂN BÓN CÀ MAU,248.0,10025986.4,5074772.0,2020-11-11 00:00
770.0,THAINGUYEN Runners,154.0,9473284.6,4081168.0,2020-11-11 00:00
790.0,VRC,153.0,8744103.2,3623560.0,2020-11-11 00:00
751.0,HTR - Hà Tĩnh Runners ,89.0,5288375.3,1952370.0,2020-11-11 00:00
1028.0,PVEP Runner,118.0,5140893.4,2625983.0,2020-11-11 00:00
769.0,NRF - NEU Runners and Friends,99.0,4825928.0,2305697.0,2020-11-11 00:00
771.0,VKL RUNNERS,74.0,4614194.3,1843747.0,2020-11-11 00:00
908.0,Doctor Run,102.0,4542761.8,2099785.0,2020-11-11 00:00
765.0,K39NEU RUNNERS AND FRIENDS,87.0,4160273.0,1941178.0,2020-11-11 00:00
1035.0,Xosokienthietquangbinh Runners Club,91.0,4098197.4,2468964.0,2020-11-11 00:00
746.0,Hoà Khánh Runners,69.0,3947487.1,1581811.0,2020-11-11 00:00
811.0,CÙNG RÈN LUYỆN,60.0,3852457.4,1862737.0,2020-11-11 00:00
816.0,PVFCCo RUNNERS,94.0,3392818.6,1781486.0,2020-11-11 00:00
800.0,AmsRunners,44.0,2939731.8,1586826.0,2020-11-11 00:00
854.0,Tân Tây Đô - Lideco Running Club,45.0,2930642.2,1292559.0,2020-11-11 00:00
852.0,PTR Phú Thọ Runners,46.0,2793120.0,1099977.0,2020-11-11 00:00
1040.0,Minori Warriors,47.0,2769487.4,1369840.0,2020-11-11 00:00
763.0,Quảng Bình Runner,37.0,2765507.8,1156090.0,2020-11-11 00:00
814.0,MWG Runner,60.0,2757928.9,1293784.0,2020-11-11 00:00
